Experiment_ID,Shift,Num_Operations,Initial_Lateness_Deviation,Final_Lateness_Deviation,Improvement,Improvement_Percent,Solve_Time_Seconds,Memory_MB,Memory_Used_MB
16,1,150,6153.0,1763.5,4389.5,71.34,37.65,124.35,33.52
16,2,182,48113.0,12950.5,35162.5,73.08,74.4,128.13,3.79
