Experiment_ID,Shift,Num_Operations,Initial_Lateness_Deviation,Final_Lateness_Deviation,Improvement,Improvement_Percent,Solve_Time_Seconds,Memory_MB,Memory_Used_MB
17,1,150,7147.0,1694.5,5452.5,76.29,669.02,156.86,65.25
17,2,181,43856.0,3167.5,40688.5,92.78,1127.74,190.46,33.6
