Experiment_ID,Shift,Num_Operations,Initial_Lateness_Deviation,Final_Lateness_Deviation,Improvement,Improvement_Percent,Solve_Time_Seconds,Memory_MB,Memory_Used_MB
18,1,150,4451.0,1641.5,2809.5,63.12,568.08,157.29,66.26
18,2,181,45344.0,3540.5,41803.5,92.19,1134.28,193.31,36.02
