Experiment_ID,Shift,Num_Operations,Initial_Makespan,Final_Makespan,Improvement,Improvement_Percent,Solve_Time_Seconds
8,1,150,2261,1445,816,36.09022556390977,68.13
8,2,175,2505,1657,848,33.852295409181636,108.45
